epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,228.682,0.66527,0.77123,1.10654,0.73396,0.87545,0.89084,0.81212,0.51681,0.58176,1.02909,0.000184853,0.000184853,0.000184853
17,243.17,0.6612,0.77235,1.10136,0.81679,0.83672,0.89882,0.83106,0.51517,0.55718,1.02108,0.000177576,0.000177576,0.000177576
18,257.497,0.64867,0.75331,1.09374,0.80804,0.83263,0.88521,0.80494,0.51397,0.55742,1.02657,0.000170299,0.000170299,0.000170299
19,271.856,0.63884,0.72929,1.093,0.79632,0.86595,0.91975,0.83997,0.5157,0.52913,1.02481,0.000163023,0.000163023,0.000163023
20,286.255,0.63721,0.70893,1.0907,0.6873,0.90215,0.89604,0.81682,0.5312,0.55881,1.02724,0.000155747,0.000155747,0.000155747
21,300.722,0.63303,0.68847,1.0859,0.83433,0.87929,0.92622,0.86627,0.48733,0.47829,1.00302,0.00014847,0.00014847,0.00014847
22,315.111,0.62976,0.6805,1.08037,0.79597,0.87133,0.9259,0.85447,0.48833,0.49603,0.99882,0.000141193,0.000141193,0.000141193
23,329.465,0.62607,0.66067,1.08448,0.87125,0.83131,0.93003,0.8578,0.4915,0.45427,0.99437,0.000133917,0.000133917,0.000133917
24,343.724,0.62197,0.62969,1.07728,0.89737,0.84034,0.94078,0.87834,0.48129,0.44732,0.99263,0.000126641,0.000126641,0.000126641
25,358.061,0.60224,0.61317,1.07464,0.89801,0.84163,0.94111,0.86671,0.49187,0.44298,0.99857,0.000119364,0.000119364,0.000119364
26,372.423,0.60264,0.59772,1.06779,0.85532,0.89037,0.94632,0.87805,0.50269,0.44054,1.00987,0.000112087,0.000112087,0.000112087
27,386.853,0.59117,0.5982,1.05778,0.86001,0.92417,0.95667,0.89237,0.47808,0.40186,0.99381,0.000104811,0.000104811,0.000104811
28,401.289,0.59207,0.58562,1.06268,0.87441,0.86361,0.94362,0.87804,0.48286,0.41939,0.99707,9.75345e-05,9.75345e-05,9.75345e-05
29,415.712,0.58662,0.57065,1.06029,0.85217,0.89695,0.95072,0.88894,0.48714,0.42325,1.00157,9.0258e-05,9.0258e-05,9.0258e-05
30,430.049,0.57969,0.56936,1.05318,0.89916,0.90684,0.95704,0.8886,0.47441,0.38288,0.99636,8.29815e-05,8.29815e-05,8.29815e-05
31,445.829,0.4505,0.45314,1.00593,0.85775,0.93151,0.95858,0.89031,0.46589,0.39842,0.98549,7.5705e-05,7.5705e-05,7.5705e-05
32,460.166,0.44278,0.4229,1.0009,0.86861,0.90755,0.94829,0.87946,0.47834,0.41622,0.99387,6.84285e-05,6.84285e-05,6.84285e-05
33,474.605,0.43518,0.40731,0.99013,0.91954,0.90062,0.96194,0.90002,0.46166,0.37663,0.97702,6.1152e-05,6.1152e-05,6.1152e-05
34,488.955,0.42151,0.39524,0.98628,0.89853,0.91014,0.96135,0.89714,0.463,0.36086,0.97873,5.38755e-05,5.38755e-05,5.38755e-05
35,503.309,0.4143,0.38536,0.97416,0.89602,0.90726,0.95823,0.89299,0.47072,0.3613,0.98044,4.6599e-05,4.6599e-05,4.6599e-05
36,517.6,0.41005,0.37101,0.96624,0.93054,0.90593,0.97009,0.90312,0.46083,0.34612,0.97666,3.93225e-05,3.93225e-05,3.93225e-05
37,532.068,0.40698,0.36692,0.96721,0.91397,0.92673,0.96993,0.90982,0.456,0.33646,0.97449,3.2046e-05,3.2046e-05,3.2046e-05
38,546.397,0.39864,0.35951,0.96275,0.91907,0.91157,0.96506,0.90448,0.452,0.3338,0.97371,2.47695e-05,2.47695e-05,2.47695e-05
39,560.854,0.39756,0.35308,0.95786,0.93506,0.89874,0.96667,0.90779,0.44476,0.33495,0.96694,1.7493e-05,1.7493e-05,1.7493e-05
40,575.251,0.39028,0.34998,0.95979,0.91398,0.90792,0.96697,0.90806,0.44245,0.33458,0.96507,1.02165e-05,1.02165e-05,1.02165e-05
